"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"20.01.2016","395,72","399,10","400,65","392,44","149,02M","-2,93%"
"19.01.2016","407,68","410,05","411,95","406,27","113,62M","1,42%"
"18.01.2016","401,99","402,31","407,95","398,71","104,65M","-0,39%"
"15.01.2016","403,57","411,40","414,20","399,88","151,12M","-2,37%"
"14.01.2016","413,38","413,63","416,77","404,58","144,02M","-1,12%"
"13.01.2016","418,05","421,02","425,91","416,29","135,36M","0,39%"
"12.01.2016","416,41","411,30","420,84","410,09","121,13M","1,24%"
"11.01.2016","411,31","410,71","415,87","409,08","110,50M","0,12%"
"08.01.2016","410,82","421,22","423,06","410,82","126,10M","-2,36%"
"07.01.2016","420,76","417,34","423,29","411,97","132,51M","-1,87%"
"06.01.2016","428,76","433,65","433,95","424,64","98,95M","-1,43%"
"05.01.2016","435,00","436,14","436,72","428,69","89,04M","0,76%"
"04.01.2016","431,70","436,97","436,97","427,22","100,63M","-2,29%"
"31.12.2015","441,82","445,89","446,48","441,10","19,31M","-0,98%"
"30.12.2015","446,19","446,50","448,85","445,30","51,49M","-0,34%"
"29.12.2015","447,70","443,16","447,70","443,16","60,36M","1,64%"
"28.12.2015","440,49","445,05","445,57","439,33","42,02M","-0,82%"
"24.12.2015","444,12","443,65","444,12","442,32","16,47M","0,09%"
"23.12.2015","443,72","435,83","445,18","435,79","93,57M","2,96%"
"22.12.2015","430,97","432,12","432,88","425,55","81,64M","0,58%"
"21.12.2015","428,48","433,22","438,44","428,48","82,97M","-1,31%"
"18.12.2015","434,15","434,79","437,30","431,58","152,25M","-1,10%"
"17.12.2015","438,97","442,69","444,67","438,06","117,85M","1,18%"
"16.12.2015","433,83","434,74","436,92","431,33","102,32M","0,05%"
"15.12.2015","433,63","423,80","434,40","423,38","123,69M","3,08%"
"14.12.2015","420,66","430,92","433,90","419,79","114,78M","-1,97%"
"11.12.2015","429,10","436,90","436,90","426,60","118,93M","-2,00%"
"10.12.2015","437,84","439,42","441,16","436,06","104,50M","-0,68%"
"09.12.2015","440,85","442,92","445,02","437,78","134,51M","-0,17%"
"08.12.2015","441,61","447,44","448,19","439,12","122,41M","-1,53%"
"07.12.2015","448,46","450,38","454,22","447,47","93,65M","0,34%"
"04.12.2015","446,93","448,60","449,43","443,70","129,22M","-0,66%"
"03.12.2015","449,92","466,64","471,66","449,92","180,06M","-3,67%"
"02.12.2015","467,06","468,43","470,11","466,48","117,25M","-0,06%"
"01.12.2015","467,32","471,22","471,96","465,35","90,78M","-0,47%"
"30.11.2015","469,52","470,92","473,23","469,23","136,36M","-0,56%"
"27.11.2015","472,17","470,34","474,87","469,16","77,02M","-0,01%"
"26.11.2015","472,24","468,32","472,49","467,61","84,82M","0,89%"
"25.11.2015","468,07","462,42","469,44","461,08","101,81M","1,47%"
"24.11.2015","461,29","463,76","463,76","455,32","99,15M","-1,05%"
"23.11.2015","466,18","467,96","467,96","463,49","83,66M","-0,54%"
"20.11.2015","468,69","470,91","470,96","466,34","96,22M","-0,07%"
"19.11.2015","469,00","470,12","472,54","468,37","100,85M","0,66%"
"18.11.2015","465,93","464,09","466,43","462,95","89,37M","-0,13%"
"17.11.2015","466,54","459,66","466,83","458,69","103,40M","2,70%"
"16.11.2015","454,29","448,36","455,84","448,36","90,99M","0,16%"
"13.11.2015","453,55","457,60","459,16","449,61","109,74M","-1,37%"
"12.11.2015","459,85","466,96","470,15","459,24","130,06M","-1,99%"
"11.11.2015","469,20","466,43","472,07","466,41","118,48M","0,86%"
"10.11.2015","465,20","467,13","467,83","461,13","113,17M","0,04%"
"09.11.2015","465,01","470,90","471,99","464,61","91,74M","-1,03%"
"06.11.2015","469,83","466,54","472,49","465,05","116,99M","0,69%"
"05.11.2015","466,60","470,01","471,31","465,58","105,64M","-0,48%"
"04.11.2015","468,84","469,78","473,03","468,56","113,46M","0,43%"
"03.11.2015","466,85","465,59","466,85","464,08","89,33M","0,49%"
"02.11.2015","464,58","457,84","465,57","457,84","82,59M","0,53%"
"30.10.2015","462,12","464,17","464,96","458,27","88,37M","-0,19%"
"29.10.2015","462,99","463,81","464,77","460,26","101,86M","-0,05%"
"28.10.2015","463,21","459,51","464,29","458,73","96,60M","1,04%"
"27.10.2015","458,43","462,59","463,80","458,43","105,92M","-0,96%"
"26.10.2015","462,87","463,49","466,15","461,56","80,47M","-0,47%"
"23.10.2015","465,05","461,90","468,64","460,93","127,56M","1,55%"
"22.10.2015","457,97","448,17","459,11","447,43","115,60M","1,82%"
"21.10.2015","449,78","448,76","451,43","444,84","96,43M","0,56%"
"20.10.2015","447,27","449,09","449,80","444,99","104,26M","-0,45%"
"19.10.2015","449,31","447,38","452,22","447,33","68,72M","0,32%"
"16.10.2015","447,86","446,81","448,34","445,49","99,39M","0,94%"
"15.10.2015","443,70","440,31","445,03","439,08","102,00M","2,16%"
"14.10.2015","434,32","433,57","438,24","431,23","96,16M","-0,90%"
"13.10.2015","438,25","438,99","439,19","433,09","107,05M","-0,41%"
"12.10.2015","440,05","442,57","443,36","438,61","88,11M","-0,36%"
"09.10.2015","441,65","446,54","446,82","440,31","119,47M","-0,10%"
"08.10.2015","442,08","440,39","442,18","438,77","111,49M","0,34%"
"07.10.2015","440,59","443,31","446,47","439,35","151,20M","-0,03%"
"06.10.2015","440,72","437,57","443,26","434,43","105,98M","0,87%"
"05.10.2015","436,90","430,49","438,03","428,98","120,81M","3,39%"
"02.10.2015","422,58","423,18","428,97","415,52","128,78M","0,90%"
"01.10.2015","418,83","426,77","428,11","416,83","139,89M","-0,55%"
"30.09.2015","421,14","419,64","422,96","418,25","108,27M","2,19%"
"29.09.2015","412,11","406,48","414,96","405,01","113,88M","-0,05%"
"28.09.2015","412,32","421,22","422,99","411,28","102,26M","-2,48%"
"25.09.2015","422,80","416,82","425,04","415,99","119,05M","3,16%"
"24.09.2015","409,86","418,75","420,78","406,64","119,92M","-2,21%"
"23.09.2015","419,12","419,51","425,39","417,48","95,20M","-0,20%"
"22.09.2015","419,98","432,73","432,87","419,30","122,39M","-2,96%"
"21.09.2015","432,80","426,68","435,13","426,68","87,21M","1,28%"
"18.09.2015","427,32","434,98","434,98","422,89","183,92M","-2,36%"
"17.09.2015","437,63","440,66","441,57","436,66","81,88M","-0,20%"
"16.09.2015","438,50","435,83","439,11","435,22","85,34M","1,47%"
"15.09.2015","432,15","428,74","434,25","425,27","81,20M","1,00%"
"14.09.2015","427,88","430,79","435,55","426,68","85,78M","-0,55%"
"11.09.2015","430,23","437,84","437,84","429,68","88,29M","-1,37%"
"10.09.2015","436,21","439,80","443,19","433,75","153,67M","-1,81%"
"09.09.2015","444,26","449,49","451,41","443,90","98,16M","1,09%"
"08.09.2015","439,48","438,08","445,35","437,60","79,09M","0,91%"
"07.09.2015","435,50","437,17","439,34","434,32","55,52M","0,59%"
"04.09.2015","432,94","440,80","440,86","430,46","109,39M","-2,61%"
"03.09.2015","444,55","438,52","447,98","437,35","102,95M","2,53%"
"02.09.2015","433,56","434,63","438,26","429,68","91,88M","0,01%"
"01.09.2015","433,53","439,95","441,55","430,03","109,18M","-2,58%"
"31.08.2015","445,03","442,39","446,03","440,39","74,76M","-0,21%"
"28.08.2015","445,96","445,29","446,06","440,40","97,24M","0,59%"
"27.08.2015","443,36","440,21","445,85","437,20","126,40M","3,41%"
"26.08.2015","428,73","430,46","438,85","422,76","141,06M","-1,82%"
"25.08.2015","436,68","425,66","440,73","423,16","184,96M","4,05%"
"24.08.2015","419,68","427,22","431,75","401,87","268,39M","-5,24%"
"21.08.2015","442,87","451,18","456,84","442,87","148,52M","-3,55%"
"20.08.2015","459,17","468,00","468,80","458,17","100,51M","-2,15%"
"19.08.2015","469,24","476,20","476,87","468,68","75,87M","-2,04%"
"18.08.2015","479,01","474,05","480,85","473,15","76,72M","0,99%"
"17.08.2015","474,30","477,42","479,21","469,40","76,80M","0,09%"
"14.08.2015","473,89","477,05","479,63","471,85","79,05M","-0,65%"
"13.08.2015","476,99","483,56","484,14","475,77","105,53M","-0,09%"
"12.08.2015","477,42","488,41","488,41","475,31","117,19M","-3,43%"
"11.08.2015","494,36","499,32","499,55","493,85","90,36M","-1,14%"
"10.08.2015","500,04","499,24","500,12","492,18","63,35M","0,69%"
"07.08.2015","496,61","499,29","500,09","496,39","69,59M","-0,92%"
"06.08.2015","501,23","501,72","503,22","500,49","66,29M","-0,45%"
"05.08.2015","503,48","501,73","504,00","499,78","105,44M","0,69%"
"04.08.2015","500,02","500,14","500,84","496,98","67,76M","-0,08%"
"03.08.2015","500,43","495,40","501,52","495,40","75,05M","1,05%"
"31.07.2015","495,23","496,31","496,64","491,84","96,36M","0,01%"
"30.07.2015","495,17","493,48","495,56","491,35","89,71M","1,20%"
"29.07.2015","489,29","488,05","490,46","484,92","94,25M","0,72%"
"28.07.2015","485,77","484,73","487,51","482,31","74,75M","0,88%"
"27.07.2015","481,52","488,22","489,09","480,81","84,77M","-1,74%"
"24.07.2015","490,04","494,67","498,59","489,26","75,79M","-1,27%"
"23.07.2015","496,35","501,04","501,04","493,97","68,36M","0,05%"
"22.07.2015","496,12","494,72","498,05","494,50","75,63M","-0,53%"
"21.07.2015","498,76","504,15","504,23","497,97","66,28M","-0,66%"
"20.07.2015","502,08","502,57","506,05","500,52","66,82M","0,33%"
"17.07.2015","500,43","501,54","502,35","499,76","83,80M","-0,12%"
"16.07.2015","501,01","499,65","503,61","498,96","92,17M","0,78%"
"15.07.2015","497,13","494,40","497,49","493,18","74,72M","0,67%"
"14.07.2015","493,84","489,98","493,84","489,30","77,15M","0,80%"
"13.07.2015","489,90","487,03","490,31","485,58","90,27M","1,77%"
"10.07.2015","481,39","480,73","482,75","477,41","105,25M","2,43%"
"09.07.2015","469,97","460,71","471,24","459,58","82,58M","2,38%"
"08.07.2015","459,04","457,78","461,88","454,86","98,65M","0,53%"
"07.07.2015","456,64","468,37","468,37","456,32","115,31M","-2,27%"
"06.07.2015","467,25","465,18","471,72","463,90","95,71M","-1,45%"
"03.07.2015","474,14","476,96","478,06","471,82","64,88M","-0,59%"
"02.07.2015","476,96","482,49","483,38","476,75","81,52M","-1,22%"
"01.07.2015","482,83","477,84","486,33","474,21","119,73M","2,17%"
"30.06.2015","472,58","475,55","480,11","471,32","144,47M","-0,96%"
"29.06.2015","477,15","474,50","483,51","473,53","132,01M","-3,50%"
"26.06.2015","494,47","490,13","496,78","488,27","85,22M","0,42%"
"25.06.2015","492,39","488,91","497,29","488,77","107,53M","-0,05%"
"24.06.2015","492,62","494,76","495,94","490,77","101,58M","-0,37%"
"23.06.2015","494,45","494,28","497,17","492,52","90,00M","0,97%"
"22.06.2015","489,72","485,17","490,15","484,35","115,74M","3,01%"
"19.06.2015","475,43","472,79","479,76","472,44","121,70M","0,52%"
"18.06.2015","472,97","469,59","472,99","464,60","94,45M","0,30%"
"17.06.2015","471,56","476,65","477,40","470,12","82,57M","-0,76%"
"16.06.2015","475,17","469,40","476,73","466,70","99,49M","0,48%"
"15.06.2015","472,89","472,94","475,29","470,91","77,03M","-1,02%"
"12.06.2015","477,76","483,18","483,74","474,01","84,20M","-1,47%"
"11.06.2015","484,88","480,47","489,32","479,60","93,89M","0,71%"
"10.06.2015","481,45","473,90","483,12","471,87","97,22M","1,42%"
"09.06.2015","474,70","473,56","475,10","468,59","100,22M","-0,09%"
"08.06.2015","475,13","479,42","479,43","474,82","75,03M","-0,89%"
"05.06.2015","479,38","481,74","483,03","477,14","100,62M","-1,22%"
"04.06.2015","485,29","485,83","489,40","478,40","109,89M","-0,50%"
"03.06.2015","487,74","487,27","492,77","485,44","98,48M","0,25%"
"02.06.2015","486,50","493,85","493,85","485,59","98,11M","-1,17%"
"01.06.2015","492,25","496,88","498,83","491,36","77,77M","-0,27%"
"29.05.2015","493,56","502,50","503,01","493,49","111,15M","-1,73%"
"28.05.2015","502,24","503,06","504,80","499,86","73,87M","-0,25%"
"27.05.2015","503,52","496,93","504,77","496,68","87,32M","1,44%"
"26.05.2015","496,35","500,09","502,69","495,00","71,14M","-0,96%"
"25.05.2015","501,14","502,69","503,05","498,95","17,66M","-0,15%"
"22.05.2015","501,89","502,10","503,21","500,03","59,76M","-0,03%"
"21.05.2015","502,05","500,75","502,48","499,51","66,67M","0,03%"
"20.05.2015","501,90","499,84","503,02","498,47","104,57M","0,54%"
"19.05.2015","499,18","493,13","499,70","492,94","86,35M","1,84%"
"18.05.2015","490,15","491,13","492,83","484,24","67,49M","-0,16%"
"15.05.2015","490,96","492,38","495,44","489,08","93,06M","0,06%"
"14.05.2015","490,69","484,31","491,94","481,06","81,56M","0,82%"
"13.05.2015","486,69","490,08","492,58","484,85","96,34M","-0,47%"
"12.05.2015","488,97","490,74","490,80","486,02","104,35M","-0,77%"
"11.05.2015","492,75","491,40","493,47","489,41","84,40M","0,40%"
"08.05.2015","490,79","482,38","491,10","481,56","101,06M","2,51%"
"07.05.2015","478,78","474,84","479,89","469,82","127,42M","0,13%"
"06.05.2015","478,15","482,29","483,87","476,96","103,79M","-0,92%"
"05.05.2015","482,61","490,49","495,16","482,32","103,42M","-1,74%"
"04.05.2015","491,17","488,24","493,36","484,55","72,42M","0,68%"
"30.04.2015","487,85","490,03","491,32","484,80","122,22M","-0,29%"
"29.04.2015","489,26","502,25","503,67","488,50","116,07M","-2,47%"
"28.04.2015","501,66","507,79","507,97","498,33","104,56M","-1,49%"
"27.04.2015","509,24","504,45","510,55","499,16","97,41M","1,04%"
"24.04.2015","504,01","504,07","506,21","502,62","107,03M","0,20%"
"23.04.2015","503,00","504,99","506,82","499,27","88,96M","-0,54%"
"22.04.2015","505,72","507,55","508,73","502,35","88,95M","0,38%"
"21.04.2015","503,81","503,41","506,85","501,13","84,04M","0,62%"
"20.04.2015","500,73","497,28","501,41","496,97","87,54M","1,15%"
"17.04.2015","495,03","502,98","503,88","493,28","130,62M","-1,85%"
"16.04.2015","504,38","508,22","509,51","503,85","101,45M","-0,60%"
"15.04.2015","507,43","506,48","510,35","505,28","90,51M","0,31%"
"14.04.2015","505,86","507,63","510,37","503,84","95,60M","-0,55%"
"13.04.2015","508,66","507,50","509,64","505,62","72,25M","0,29%"
"10.04.2015","507,17","504,37","507,19","503,26","77,89M","1,04%"
"09.04.2015","501,97","499,76","501,97","498,54","78,06M","0,97%"
"08.04.2015","497,16","500,61","500,87","496,59","97,09M","-1,17%"
"07.04.2015","503,03","496,05","504,18","495,86","114,51M","2,16%"
"02.04.2015","492,38","491,01","493,14","489,91","74,05M","0,48%"
"01.04.2015","490,04","486,84","494,80","485,83","97,93M","0,13%"
"31.03.2015","489,41","495,12","496,27","487,57","108,30M","-1,07%"
"30.03.2015","494,69","489,53","495,03","488,59","80,55M","1,84%"
"27.03.2015","485,73","488,40","488,60","483,44","111,67M","-0,13%"
"26.03.2015","486,37","486,28","487,48","480,96","110,83M","-1,07%"
"25.03.2015","491,64","497,35","499,68","490,92","96,23M","-1,41%"
"24.03.2015","498,66","495,75","500,44","494,99","81,55M","0,22%"
"23.03.2015","497,55","499,56","499,65","495,32","71,25M","-0,31%"
"20.03.2015","499,12","497,17","500,66","495,45","170,58M","0,63%"
"19.03.2015","496,01","497,08","499,94","494,70","99,86M","-0,12%"
"18.03.2015","496,63","495,44","496,65","492,31","94,90M","0,45%"
"17.03.2015","494,40","498,48","499,30","492,70","99,72M","-0,73%"
"16.03.2015","498,03","493,95","498,66","493,95","82,43M","1,13%"
"13.03.2015","492,48","493,21","493,62","489,32","77,29M","0,17%"
"12.03.2015","491,64","492,59","494,57","490,91","78,83M","-0,06%"
"11.03.2015","491,93","484,18","492,60","484,05","97,00M","1,83%"
"10.03.2015","483,10","486,88","488,51","482,13","96,94M","-1,05%"
"09.03.2015","488,21","487,40","488,21","484,76","89,30M","-0,33%"
"06.03.2015","489,84","488,55","492,36","488,07","110,72M","0,18%"
"05.03.2015","488,96","484,96","489,36","484,83","79,82M","1,11%"
"04.03.2015","483,57","481,22","483,57","478,80","101,37M","0,73%"
"03.03.2015","480,06","486,31","486,79","479,55","98,36M","-1,19%"
"02.03.2015","485,84","484,36","487,01","483,37","85,49M","0,39%"
"27.02.2015","483,93","482,38","483,93","479,93","95,27M","0,30%"
"26.02.2015","482,47","478,79","482,61","477,90","82,25M","0,82%"
"25.02.2015","478,53","479,80","481,09","477,06","84,78M","-0,29%"
"24.02.2015","479,94","476,05","480,60","475,75","94,87M","0,99%"
"23.02.2015","475,22","474,12","475,22","472,50","94,27M","1,14%"
"20.02.2015","469,85","468,98","469,85","466,15","115,01M","0,01%"
"19.02.2015","469,79","466,93","470,45","465,46","106,34M","0,53%"
"18.02.2015","467,32","465,88","467,32","465,28","111,16M","0,84%"
"17.02.2015","463,42","460,18","464,41","457,87","100,29M","0,13%"
"16.02.2015","462,82","465,14","465,37","462,00","80,13M","-0,45%"
"13.02.2015","464,90","462,43","466,06","461,86","135,80M","0,97%"
"12.02.2015","460,43","457,71","463,79","457,71","135,53M","0,47%"
"11.02.2015","458,27","455,65","459,06","454,83","120,71M","0,99%"
"10.02.2015","453,80","451,50","456,03","449,54","110,46M","0,63%"
"09.02.2015","450,96","451,10","451,64","447,24","97,75M","-0,82%"
"06.02.2015","454,69","455,06","456,16","452,96","92,31M","-0,13%"
"05.02.2015","455,30","450,86","455,42","450,14","98,39M","0,09%"
"04.02.2015","454,88","456,42","456,84","450,79","142,30M","-0,21%"
"03.02.2015","455,82","453,24","457,66","452,78","130,57M","1,12%"
"02.02.2015","450,76","450,60","451,91","446,44","104,74M","0,08%"
"30.01.2015","450,39","454,00","454,65","448,90","125,28M","-0,46%"
"29.01.2015","452,47","447,83","453,16","447,83","104,98M","0,04%"
"28.01.2015","452,30","457,03","457,57","450,25","105,38M","-0,48%"
"27.01.2015","454,46","458,34","459,06","451,49","96,89M","-1,02%"
"26.01.2015","459,14","452,62","459,44","452,62","105,83M","1,01%"
"23.01.2015","454,56","451,02","457,10","450,28","154,31M","1,52%"
"22.01.2015","447,77","442,04","449,03","440,41","146,10M","1,51%"
"21.01.2015","441,09","439,99","441,09","435,84","118,57M","0,72%"
"20.01.2015","437,92","435,97","439,39","435,60","110,11M","0,60%"
"19.01.2015","435,31","433,84","436,20","432,03","84,17M","0,54%"
"16.01.2015","432,98","423,37","433,62","422,94","149,96M","1,80%"
"15.01.2015","425,32","422,60","426,62","411,46","146,10M","1,67%"
"14.01.2015","418,33","418,44","425,30","416,87","116,68M","-1,29%"
"13.01.2015","423,79","415,76","424,92","414,82","101,18M","1,29%"
"12.01.2015","418,41","417,05","421,50","413,63","88,79M","0,68%"
"09.01.2015","415,59","422,41","424,23","412,76","96,72M","-1,77%"
"08.01.2015","423,07","416,60","424,14","415,44","104,71M","2,88%"
"07.01.2015","411,21","411,01","413,96","408,60","88,34M","0,68%"
"06.01.2015","408,43","411,67","414,62","406,30","99,16M","-0,61%"
"05.01.2015","410,94","420,06","424,58","410,49","99,10M","-2,69%"
"02.01.2015","422,28","425,89","428,09","420,35","53,35M","-0,52%"
"31.12.2014","424,47","422,84","424,70","422,27","13,50M","0,68%"
"30.12.2014","421,59","425,13","425,13","421,56","40,62M","-1,24%"
"29.12.2014","426,89","427,39","428,32","422,86","47,41M","0,31%"
"24.12.2014","425,57","425,97","427,44","425,33","10,04M","-0,28%"
"23.12.2014","426,77","423,04","426,77","422,64","55,70M","1,23%"
"22.12.2014","421,58","419,76","424,08","419,76","65,07M","0,77%"
"19.12.2014","418,37","420,66","421,35","414,39","148,87M","0,46%"
"18.12.2014","416,44","410,09","416,56","407,97","128,15M","3,22%"
"17.12.2014","403,46","399,16","404,53","397,09","107,62M","-0,08%"
"16.12.2014","403,79","397,66","404,17","389,31","177,48M","1,94%"
"15.12.2014","396,09","405,21","408,89","395,61","106,70M","-2,48%"
"12.12.2014","406,17","413,66","414,35","405,63","100,32M","-2,54%"
"11.12.2014","416,77","415,35","418,52","413,89","82,33M","0,01%"
"10.12.2014","416,71","419,31","421,39","415,64","89,33M","-0,41%"
"09.12.2014","418,43","423,31","424,37","418,16","99,86M","-2,07%"
"08.12.2014","427,27","429,65","430,62","427,27","60,13M","-0,88%"
"05.12.2014","431,06","426,73","431,22","426,69","80,07M","1,74%"
"04.12.2014","423,68","430,25","432,22","422,86","106,43M","-1,15%"
"03.12.2014","428,61","428,53","429,93","428,29","70,38M","0,03%"
"02.12.2014","428,48","424,86","428,84","424,64","88,32M","1,18%"
"01.12.2014","423,47","422,82","424,45","421,61","75,87M","-0,56%"
"28.11.2014","425,86","425,56","426,02","422,97","85,08M","0,03%"
"27.11.2014","425,75","425,09","426,99","425,04","73,93M","0,42%"
"26.11.2014","423,97","424,02","425,48","423,50","60,79M","0,19%"
"25.11.2014","423,18","423,13","425,75","421,66","100,86M","0,06%"
"24.11.2014","422,91","423,61","425,84","422,32","90,75M","-0,13%"
"21.11.2014","423,46","417,89","424,73","417,30","141,68M","1,60%"
"20.11.2014","416,81","417,99","418,33","414,37","87,19M","-0,23%"
"19.11.2014","417,79","416,98","419,44","416,13","75,95M","0,15%"
"18.11.2014","417,16","414,39","417,81","413,81","76,09M","0,75%"
"17.11.2014","414,07","408,83","414,80","408,61","72,97M","0,51%"
"14.11.2014","411,97","412,56","412,56","408,99","75,84M","0,14%"
"13.11.2014","411,41","412,77","413,83","408,87","110,07M","-0,13%"
"12.11.2014","411,93","413,93","415,62","411,14","98,54M","-0,78%"
"11.11.2014","415,18","416,11","417,41","414,05","85,07M","0,05%"
"10.11.2014","414,96","410,77","415,02","410,77","87,45M","0,86%"
"07.11.2014","411,43","414,73","414,97","409,46","92,77M","-0,42%"
"06.11.2014","413,15","409,14","415,74","408,76","123,33M","0,61%"
"05.11.2014","410,66","407,31","411,16","406,04","106,33M","1,70%"
"04.11.2014","403,78","408,49","410,31","403,15","101,76M","-1,29%"
"03.11.2014","409,04","411,28","412,81","408,34","79,09M","-0,55%"
"31.10.2014","411,32","408,73","411,81","407,25","119,20M","1,89%"
"30.10.2014","403,71","404,34","405,01","396,30","113,77M","0,65%"
"29.10.2014","401,10","403,28","403,50","400,40","94,30M","-0,04%"
"28.10.2014","401,26","397,33","401,98","397,33","90,95M","1,57%"
"27.10.2014","395,05","400,21","400,68","392,69","99,77M","-0,27%"
"24.10.2014","396,12","395,84","396,49","393,45","85,38M","-0,19%"
"23.10.2014","396,89","392,37","397,39","389,42","100,39M","0,22%"
"22.10.2014","396,01","395,51","396,17","392,45","100,22M","0,39%"
"21.10.2014","394,49","383,61","394,49","381,56","119,19M","2,62%"
"20.10.2014","384,40","386,31","387,16","380,86","108,54M","-0,69%"
"17.10.2014","387,06","378,47","387,66","376,18","158,55M","2,87%"
"16.10.2014","376,27","381,95","383,89","366,84","216,17M","-0,90%"
"15.10.2014","379,69","393,24","394,28","379,53","159,13M","-3,46%"
"14.10.2014","393,30","391,29","393,97","386,40","108,93M","-0,26%"
"13.10.2014","394,33","391,96","396,51","390,60","100,27M","-0,34%"
"10.10.2014","395,68","399,10","400,31","394,28","119,19M","-1,73%"
"09.10.2014","402,66","407,99","408,20","401,19","101,43M","-0,20%"
"08.10.2014","403,46","404,01","405,40","402,32","90,20M","-0,75%"
"07.10.2014","406,51","411,08","411,08","406,51","73,19M","-1,39%"
"06.10.2014","412,24","413,26","414,40","410,98","68,64M","0,26%"
"03.10.2014","411,19","409,86","412,51","408,85","78,80M","1,22%"
"02.10.2014","406,22","415,31","415,67","406,22","116,02M","-2,54%"
"01.10.2014","416,80","419,68","421,48","415,93","88,38M","-1,03%"
"30.09.2014","421,14","419,26","421,95","418,60","81,31M","0,71%"
"29.09.2014","418,18","418,63","419,45","415,70","65,21M","-0,07%"
"26.09.2014","418,49","417,65","419,41","415,22","74,35M","0,30%"
"25.09.2014","417,25","421,83","422,84","416,57","88,32M","-0,99%"
"24.09.2014","421,42","418,89","421,48","417,23","96,24M","0,62%"
"23.09.2014","418,83","421,88","422,33","417,05","81,59M","-0,76%"
"22.09.2014","422,05","422,93","423,52","421,65","83,65M","-0,87%"
"19.09.2014","425,74","424,77","425,74","422,79","153,64M","0,87%"
"18.09.2014","422,05","418,54","422,18","418,18","77,07M","1,01%"
"17.09.2014","417,84","418,94","419,97","417,79","77,78M","0,11%"
"16.09.2014","417,40","417,81","417,99","415,87","60,54M","-0,06%"
"15.09.2014","417,65","416,71","418,43","415,71","57,98M","-0,04%"
"12.09.2014","417,80","418,65","419,14","417,07","47,74M","-0,05%"
"11.09.2014","418,01","420,24","420,46","416,17","59,24M","-0,22%"
"10.09.2014","418,95","417,22","419,36","416,46","66,63M","0,13%"
"09.09.2014","418,40","419,97","420,60","418,06","66,99M","-0,52%"
"08.09.2014","420,60","421,29","421,29","418,41","57,58M","-0,12%"
"05.09.2014","421,11","421,11","421,77","419,61","81,44M","-0,11%"
"04.09.2014","421,59","416,64","422,77","416,35","100,32M","1,05%"
"03.09.2014","417,21","416,28","418,88","415,89","86,74M","0,53%"
"02.09.2014","415,00","415,00","416,19","413,88","61,13M","0,19%"
"01.09.2014","414,23","413,40","414,23","413,13","48,68M","0,27%"
"29.08.2014","413,13","412,78","413,34","410,08","66,87M","0,24%"
"28.08.2014","412,14","412,28","412,72","410,62","64,86M","-0,25%"
"27.08.2014","413,19","412,37","413,60","412,03","60,58M","0,06%"
"26.08.2014","412,93","409,12","413,02","408,42","70,09M","0,88%"
"25.08.2014","409,32","407,25","409,47","406,35","39,15M","1,20%"
"22.08.2014","404,48","406,39","406,41","402,54","56,29M","-0,32%"
"21.08.2014","405,77","403,37","405,77","402,68","58,32M","0,61%"
"20.08.2014","403,32","403,81","404,81","402,17","51,43M","0,00%"
"19.08.2014","403,31","401,13","403,68","400,83","48,46M","0,85%"
"18.08.2014","399,91","398,53","400,20","398,53","51,16M","1,15%"
"15.08.2014","395,35","396,87","400,53","395,24","84,14M","-0,12%"
"14.08.2014","395,84","394,04","396,80","393,79","69,53M","0,14%"
"13.08.2014","395,27","395,19","396,39","393,93","60,44M","0,27%"
"12.08.2014","394,22","396,34","396,90","393,66","64,56M","-0,61%"
"11.08.2014","396,65","393,39","397,31","392,84","73,85M","1,64%"
"08.08.2014","390,25","390,58","391,78","388,14","107,06M","-1,00%"
"07.08.2014","394,20","396,98","398,66","394,04","99,48M","-0,76%"
"06.08.2014","397,21","396,23","398,10","393,35","95,42M","-0,29%"
"05.08.2014","398,38","397,04","399,13","396,54","79,03M","0,61%"
"04.08.2014","395,95","400,48","400,48","394,74","79,80M","-0,65%"
"01.08.2014","398,56","403,35","404,62","397,25","118,15M","-1,42%"
"31.07.2014","404,29","408,70","409,39","403,42","107,94M","-0,90%"
"30.07.2014","407,96","407,24","410,40","405,77","104,37M","0,16%"
"29.07.2014","407,31","405,89","408,63","403,87","76,71M","0,65%"
"28.07.2014","404,68","405,82","406,22","401,88","70,00M","-0,04%"
"25.07.2014","404,84","408,96","409,83","403,73","62,25M","-1,25%"
"24.07.2014","409,98","407,93","410,30","405,81","68,82M","0,35%"
"23.07.2014","408,53","407,20","409,92","406,46","65,80M","0,14%"
"22.07.2014","407,95","405,82","408,26","405,45","67,15M","1,05%"
"21.07.2014","403,71","404,48","404,60","401,90","66,02M","-0,17%"
"18.07.2014","404,40","403,40","404,49","401,56","85,66M","-0,11%"
"17.07.2014","404,84","407,09","408,51","404,60","77,67M","-0,96%"
"16.07.2014","408,78","404,41","408,78","404,41","73,50M","1,18%"
"15.07.2014","404,01","405,48","406,78","404,01","74,48M","-0,62%"
"14.07.2014","406,55","404,16","407,10","403,78","60,78M","0,73%"
"11.07.2014","403,61","404,22","405,04","402,31","70,49M","0,05%"
"10.07.2014","403,39","409,89","410,07","402,15","108,15M","-1,73%"
"09.07.2014","410,49","410,54","411,15","408,80","69,39M","0,18%"
