FECHA;CIERRE;APERTURA;MAX;MIN;Vol.
01.02.2019;10893.65;10.851.35;10.983.45;10.813.45;482.27M
31.01.2019;10830.95;10.690.55;10.838.05;10.678.55;604.82M
30.01.2019;10651.8;10.702.25;10.710.20;10.612.85;410.11M
29.01.2019;10652.2;10.653.70;10.690.35;10.583.65;356.91M
28.01.2019;10661.55;10.792.45;10.804.45;10.630.95;419.68M
25.01.2019;10780.55;10.859.75;10.931.70;10.756.45;463.44M
24.01.2019;10849.8;10.844.05;10.866.60;10.798.65;361.08M
23.01.2019;10831.5;10.931.05;10.944.80;10.811.95;298.88M
22.01.2019;10922.75;10.949.80;10.949.80;10.864.15;300.77M
21.01.2019;10961.85;10.919.35;10.987.45;10.885.75;288.83M
18.01.2019;10906.95;10.914.85;10.928.20;10.852.20;323.81M
17.01.2019;10905.2;10.920.85;10.930.65;10.844.65;271.68M
16.01.2019;10890.3;10.899.65;10.928.15;10.876.90;276.54M
15.01.2019;10886.8;10.777.55;10.896.95;10.777.55;310.74M
14.01.2019;10737.6;10.807.00;10.808.00;10.692.35;298.77M
11.01.2019;10794.95;10.834.75;10.850.15;10.739.40;260.79M
10.01.2019;10821.6;10.859.35;10.859.35;10.801.80;254.36M
09.01.2019;10855.15;10.862.40;10.870.40;10.749.40;333.01M
08.01.2019;10802.15;10.786.25;10.818.45;10.733.25;277.70M
07.01.2019;10771.8;10.804.85;10.835.95;10.750.15;269.37M
04.01.2019;10727.35;10.699.70;10.741.05;10.628.65;296.60M
03.01.2019;10672.25;10.796.80;10.814.05;10.661.25;286.24M
02.01.2019;10792.5;10.868.85;10.895.35;10.735.05;309.67M
01.01.2019;10910.1;10.881.70;10.923.60;10.807.10;159.40M
31.12.2018;10862.55;10.913.20;10.923.55;10.853.20;186.50M
28.12.2018;10859.9;10.820.95;10.893.60;10.817.15;253.09M
27.12.2018;10779.8;10.817.90;10.834.20;10.764.45;470.16M
26.12.2018;10729.85;10.635.45;10.747.50;10.534.55;271.94M
24.12.2018;10663.5;10.780.90;10.782.30;10.649.25;230.29M
21.12.2018;10754;10.944.25;10.963.65;10.738.65;389.24M
20.12.2018;10951.7;10.885.20;10.962.55;10.880.05;328.80M
19.12.2018;10967.3;10.930.55;10.985.15;10.928.00;321.80M
18.12.2018;10908.7;10.850.90;10.915.40;10.819.10;294.94M
17.12.2018;10888.35;10.853.20;10.900.35;10.844.85;306.15M
14.12.2018;10805.45;10.784.50;10.815.75;10.752.10;350.58M
13.12.2018;10791.55;10.810.75;10.838.60;10.749.50;387.81M
12.12.2018;10737.6;10.591.00;10.752.20;10.560.80;371.70M
11.12.2018;10549.15;10.350.05;10.567.15;10.333.85;438.70M
10.12.2018;10488.45;10.508.70;10.558.85;10.474.95;393.10M
07.12.2018;10693.7;10.644.80;10.704.55;10.599.35;335.85M
06.12.2018;10601.15;10.718.15;10.722.65;10.588.25;328.28M
05.12.2018;10782.9;10.820.45;10.821.05;10.747.95;322.02M
04.12.2018;10869.5;10.877.10;10.890.95;10.833.35;332.14M
03.12.2018;10883.75;10.930.70;10.941.20;10.845.35;422.36M
30.11.2018;10876.75;10.892.10;10.922.45;10.835.10;467.86M
29.11.2018;10858.7;10.808.70;10.883.05;10.782.35;712.65M
28.11.2018;10728.85;10.708.75;10.757.80;10.699.85;437.63M
27.11.2018;10685.6;10.621.45;10.695.15;10.596.35;382.83M
26.11.2018;10628.6;10.568.30;10.637.80;10.489.75;332.86M
22.11.2018;10526.75;10.612.65;10.646.25;10.512.00;246.93M
21.11.2018;10600.05;10.670.95;10.671.30;10.562.35;310.19M
20.11.2018;10656.2;10.740.10;10.740.85;10.640.85;304.32M
19.11.2018;10763.4;10.731.25;10.774.70;10.688.80;280.52M
16.11.2018;10682.2;10.644.00;10.695.15;10.631.15;353.38M
15.11.2018;10616.7;10.580.60;10.646.50;10.557.50;306.01M
14.11.2018;10576.3;10.634.90;10.651.60;10.532.70;396.37M
13.11.2018;10582.5;10.451.90;10.596.25;10.440.55;262.54M
12.11.2018;10482.2;10.607.80;10.645.50;10.464.05;267.71M
09.11.2018;10585.2;10.614.70;10.619.55;10.544.85;305.82M
07.11.2018;10598.85;10.614.45;10.616.45;10.591.80;2.83M
06.11.2018;10530;10.552.00;10.600.25;10.491.45;309.88M
05.11.2018;10524;10.558.75;10.558.80;10.477.00;311.18M
02.11.2018;10553;10.462.30;10.606.95;10.457.70;434.18M
01.11.2018;10380.45;10.441.70;10.441.90;10.341.90;359.34M
31.10.2018;10386.6;10.209.55;10.396.00;10.105.10;386.62M
30.10.2018;10198.4;10.239.40;10.285.10;10.175.35;298.75M
29.10.2018;10250.85;10.078.10;10.275.30;10.020.35;375.75M
26.10.2018;10030;10.122.35;10.128.85;10.004.55;375.56M
25.10.2018;10124.9;10.135.05;10.166.60;10.079.30;522.42M
24.10.2018;10224.75;10.278.15;10.290.65;10.126.70;362.27M
23.10.2018;10146.8;10.152.60;10.222.10;10.102.35;312.04M
22.10.2018;10245.25;10.405.85;10.408.55;10.224.00;306.47M
19.10.2018;10303.55;10.339.70;10.380.10;10.249.60;368.55M
17.10.2018;10453.05;10.688.70;10.710.15;10.436.45;293.59M
16.10.2018;10584.75;10.550.15;10.604.90;10.525.30;273.44M
15.10.2018;10512.5;10.524.20;10.526.30;10.410.15;267.52M
12.10.2018;10472.5;10.331.55;10.492.45;10.322.15;354.06M
11.10.2018;10234.65;10.169.80;10.335.95;10.138.60;498.51M
10.10.2018;10460.1;10.331.85;10.482.35;10.318.25;373.84M
09.10.2018;10301.05;10.390.30;10.397.60;10.279.35;443.80M
08.10.2018;10348.05;10.310.15;10.398.35;10.198.40;470.28M
05.10.2018;10316.45;10.514.10;10.540.65;10.261.90;625.15M
04.10.2018;10599.25;10.754.70;10.754.70;10.547.25;438.20M
03.10.2018;10858.25;10.982.70;10.989.05;10.843.75;398.76M
01.10.2018;11008.3;10.930.90;11.035.65;10.821.55;398.99M
28.09.2018;10930.45;11.008.10;11.034.10;10.850.30;492.89M
27.09.2018;10977.55;11.079.80;11.089.45;10.953.35;418.21M
26.09.2018;11053.8;11.145.55;11.145.55;10.993.05;351.04M
25.09.2018;11067.45;10.969.95;11.080.60;10.882.85;417.55M
24.09.2018;10967.4;11.164.40;11.170.15;10.943.60;398.82M
21.09.2018;11143.1;11.271.30;11.346.80;10.866.45;741.15M
19.09.2018;11234.35;11.326.65;11.332.05;11.210.90;258.42M
18.09.2018;11278.9;11.381.55;11.411.45;11.268.95;248.30M
17.09.2018;11377.75;11.464.95;11.464.95;11.366.90;207.62M
14.09.2018;11515.2;11.443.50;11.523.25;11.430.55;285.22M
12.09.2018;11369.9;11.340.10;11.380.75;11.250.20;276.51M
11.09.2018;11287.5;11.476.85;11.479.40;11.274.00;318.09M
10.09.2018;11438.1;11.570.25;11.573.00;11.427.30;295.60M
07.09.2018;11589.1;11.558.25;11.603.00;11.484.40;305.03M
06.09.2018;11536.9;11.514.15;11.562.25;11.436.05;255.56M
05.09.2018;11476.95;11.514.85;11.542.65;11.393.85;253.69M
04.09.2018;11520.3;11.598.75;11.602.55;11.496.85;262.70M
03.09.2018;11582.35;11.751.80;11.751.80;11.567.40;241.73M
31.08.2018;11680.5;11.675.85;11.727.65;11.640.10;357.23M
30.08.2018;11676.8;11.694.75;11.698.80;11.639.70;323.45M
29.08.2018;11691.9;11.744.95;11.753.20;11.678.85;259.35M
28.08.2018;11738.5;11.731.95;11.760.20;11.710.50;249.42M
27.08.2018;11691.95;11.605.85;11.700.95;11.595.60;205.69M
24.08.2018;11557.1;11.566.60;11.604.60;11.532.00;225.60M
23.08.2018;11582.75;11.620.70;11.620.70;11.546.70;256.16M
21.08.2018;11570.9;11.576.20;11.581.75;11.539.60;231.06M
20.08.2018;11551.75;11.502.10;11.565.30;11.499.65;239.84M
17.08.2018;11470.75;11.437.15;11.486.45;11.431.80;241.99M
16.08.2018;11385.05;11.397.15;11.449.85;11.366.25;299.61M
14.08.2018;11435.1;11.381.70;11.452.45;11.370.80;239.84M
13.08.2018;11355.75;11.369.60;11.406.30;11.340.30;254.47M
10.08.2018;11429.5;11.474.95;11.478.75;11.419.65;336.42M
09.08.2018;11470.7;11.493.25;11.495.20;11.454.10;311.52M
08.08.2018;11450;11.412.50;11.459.95;11.379.30;217.05M
07.08.2018;11389.45;11.423.15;11.428.95;11.359.70;233.41M
06.08.2018;11387.1;11.401.50;11.427.65;11.370.60;210.00M
03.08.2018;11360.8;11.297.80;11.368.00;11.294.55;225.15M
02.08.2018;11244.7;11.328.90;11.328.90;11.234.95;216.53M
01.08.2018;11346.2;11.359.80;11.390.55;11.313.55;278.01M
31.07.2018;11356.5;11.311.05;11.366.00;11.267.75;264.43M
30.07.2018;11319.55;11.296.65;11.328.10;11.261.45;287.44M
27.07.2018;11278.35;11.232.75;11.283.40;11.210.25;324.34M
26.07.2018;11167.3;11.132.95;11.185.85;11.125.70;376.66M
25.07.2018;11132;11.148.40;11.157.15;11.113.25;212.33M
24.07.2018;11134.3;11.109.00;11.143.40;11.092.50;212.25M
23.07.2018;11084.75;11.019.85;11.093.40;11.010.95;236.15M
20.07.2018;11010.2;10.963.50;11.030.25;10.946.20;193.14M
19.07.2018;10957.1;10.999.50;11.006.50;10.935.45;222.06M
18.07.2018;10980.45;11.060.20;11.076.20;10.956.30;232.50M
17.07.2018;11008.05;10.939.65;11.018.50;10.925.60;217.11M
16.07.2018;10936.85;11.018.95;11.019.50;10.926.25;216.97M
13.07.2018;11018.9;11.056.90;11.071.35;10.999.75;241.67M
12.07.2018;11023.2;11.006.95;11.078.30;10.999.65;256.04M
11.07.2018;10948.3;10.956.40;10.976.65;10.923.00;229.21M
10.07.2018;10947.25;10.902.75;10.956.90;10.876.65;203.06M
09.07.2018;10852.9;10.838.30;10.860.35;10.807.15;189.33M
06.07.2018;10772.65;10.744.15;10.816.35;10.735.05;256.55M
05.07.2018;10749.75;10.786.05;10.786.05;10.726.25;227.27M
04.07.2018;10769.9;10.715.00;10.777.15;10.677.75;179.27M
03.07.2018;10699.9;10.668.60;10.713.30;10.630.25;208.37M
02.07.2018;10657.3;10.732.35;10.736.15;10.604.65;304.54M
29.06.2018;10714.3;10.612.85;10.723.05;10.612.35;250.33M
28.06.2018;10589.1;10.660.80;10.674.20;10.557.70;363.16M
27.06.2018;10671.4;10.785.50;10.785.50;10.652.40;253.62M
26.06.2018;10769.15;10.742.70;10.805.25;10.732.55;226.85M
25.06.2018;10762.45;10.822.90;10.831.05;10.753.05;236.69M
22.06.2018;10821.85;10.742.70;10.837.00;10.710.45;236.90M
21.06.2018;10741.1;10.808.45;10.809.60;10.725.90;230.51M
20.06.2018;10772.05;10.734.65;10.781.80;10.724.05;199.47M
19.06.2018;10710.45;10.789.45;10.789.45;10.701.20;231.38M
18.06.2018;10799.85;10.830.20;10.830.20;10.787.35;202.73M
15.06.2018;10817.7;10.808.65;10.834.00;10.755.40;314.76M
14.06.2018;10808.05;10.832.90;10.833.70;10.773.55;190.03M
13.06.2018;10856.7;10.887.50;10.893.25;10.842.65;220.00M
12.06.2018;10842.85;10.816.15;10.856.55;10.789.40;204.42M
11.06.2018;10786.95;10.781.85;10.850.55;10.777.05;217.85M
08.06.2018;10767.65;10.736.40;10.779.45;10.709.05;215.94M
07.06.2018;10768.35;10.722.60;10.818.00;10.722.60;227.66M
06.06.2018;10684.65;10.603.45;10.698.35;10.587.50;195.76M
05.06.2018;10593.15;10.630.70;10.633.15;10.550.90;172.90M
04.06.2018;10628.5;10.765.95;10.770.30;10.618.35;210.15M
01.06.2018;10696.2;10.738.45;10.764.75;10.681.50;227.36M
31.05.2018;10736.15;10.670.10;10.763.80;10.620.40;629.20M
30.05.2018;10614.35;10.579.00;10.648.70;10.558.45;246.12M
29.05.2018;10633.3;10.689.40;10.717.25;10.616.10;232.76M
28.05.2018;10688.65;10.648.35;10.709.80;10.640.55;239.79M
25.05.2018;10605.15;10.533.05;10.628.05;10.524.00;268.92M
24.05.2018;10513.85;10.464.85;10.535.15;10.419.80;306.79M
23.05.2018;10430.35;10.521.10;10.533.55;10.417.80;299.92M
22.05.2018;10536.7;10.518.45;10.558.60;10.490.55;249.24M
21.05.2018;10516.7;10.616.70;10.621.70;10.505.80;197.29M
18.05.2018;10596.4;10.671.85;10.674.95;10.589.10;229.91M
17.05.2018;10682.7;10.775.60;10.777.25;10.664.50;220.74M
16.05.2018;10741.1;10.751.95;10.790.45;10.699.70;238.22M
15.05.2018;10801.85;10.812.60;10.929.20;10.781.40;262.20M
14.05.2018;10806.6;10.815.15;10.834.85;10.774.75;176.70M
11.05.2018;10806.5;10.741.95;10.812.05;10.724.45;209.39M
10.05.2018;10716.55;10.779.65;10.785.55;10.705.00;197.99M
09.05.2018;10741.7;10.693.35;10.766.25;10.689.85;222.12M
08.05.2018;10717.8;10.757.90;10.758.55;10.689.40;278.12M
07.05.2018;10715.5;10.653.15;10.725.65;10.635.65;173.62M
04.05.2018;10618.25;10.700.45;10.700.45;10.601.60;192.30M
03.05.2018;10679.65;10.720.15;10.720.60;10.647.45;190.87M
02.05.2018;10718.05;10.783.85;10.784.65;10.689.80;236.76M
30.04.2018;10739.35;10.705.75;10.759.00;10.704.60;179.16M
27.04.2018;10692.3;10.651.65;10.719.80;10.647.55;306.67M
26.04.2018;10617.8;10.586.50;10.628.40;10.559.65;345.54M
25.04.2018;10570.55;10.612.40;10.612.60;10.536.45;195.13M
24.04.2018;10614.35;10.578.10;10.636.80;10.569.00;225.97M
23.04.2018;10584.7;10.592.80;10.638.35;10.514.95;200.20M
20.04.2018;10564.05;10.560.35;10.582.35;10.527.45;252.23M
19.04.2018;10565.3;10.563.65;10.572.20;10.546.20;270.74M
18.04.2018;10526.2;10.578.90;10.594.20;10.509.70;211.82M
17.04.2018;10548.7;10.557.30;10.560.45;10.495.65;212.45M
16.04.2018;10528.35;10.398.30;10.540.15;10.396.35;200.95M
13.04.2018;10480.6;10.495.30;10.519.90;10.451.45;219.72M
12.04.2018;10458.65;10.410.65;10.469.90;10.395.25;246.03M
11.04.2018;10417.15;10.428.15;10.428.15;10.355.60;258.08M
10.04.2018;10402.25;10.412.90;10.424.85;10.381.50;259.52M
09.04.2018;10379.35;10.333.70;10.397.70;10.328.50;228.51M
06.04.2018;10331.6;10.322.75;10.350.45;10.290.85;206.36M
05.04.2018;10325.15;10.228.45;10.331.80;10.227.45;244.12M
04.04.2018;10128.4;10.274.60;10.279.85;10.111.30;238.18M
03.04.2018;10245;10.186.85;10.255.35;10.171.05;211.65M
02.04.2018;10211.8;10.151.65;10.220.10;10.127.75;232.43M
28.03.2018;10113.7;10.143.60;10.158.35;10.096.90;354.98M
27.03.2018;10184.15;10.188.00;10.207.90;10.139.65;232.71M
26.03.2018;10130.65;9.989.15;10.143.50;9.958.55;270.66M
23.03.2018;9998.05;9.968.80;10.027.70;9.951.90;294.52M
22.03.2018;10114.75;10.167.50;10.207.85;10.105.40;237.63M
21.03.2018;10155.25;10.181.95;10.227.30;10.132.95;211.06M
20.03.2018;10124.35;10.051.55;10.155.65;10.049.10;209.33M
19.03.2018;10094.25;10.215.35;10.224.55;10.075.30;216.67M
16.03.2018;10195.15;10.345.15;10.346.30;10.180.25;338.70M
15.03.2018;10360.15;10.405.45;10.420.00;10.346.20;179.31M
14.03.2018;10410.9;10.393.05;10.420.35;10.336.30;186.99M
13.03.2018;10426.85;10.389.50;10.478.60;10.377.85;274.85M
12.03.2018;10421.4;10.301.60;10.433.65;10.295.45;223.14M
09.03.2018;10226.85;10.271.30;10.296.70;10.211.90;192.33M
08.03.2018;10242.65;10.216.25;10.270.35;10.146.40;233.38M
07.03.2018;10154.2;10.232.95;10.243.35;10.141.55;257.20M
06.03.2018;10249.25;10.420.50;10.441.35;10.215.90;229.78M
05.03.2018;10358.85;10.428.30;10.428.70;10.323.90;199.98M
01.03.2018;10458.35;10.479.95;10.525.50;10.447.15;181.38M
28.02.2018;10492.85;10.488.95;10.535.50;10.461.55;294.79M
27.02.2018;10554.3;10.615.20;10.631.65;10.537.25;193.25M
26.02.2018;10582.6;10.526.55;10.592.95;10.520.20;177.24M
23.02.2018;10491.05;10.408.10;10.499.10;10.396.65;217.13M
22.02.2018;10382.7;10.354.35;10.397.55;10.340.65;323.26M
21.02.2018;10397.45;10.426.00;10.426.10;10.349.60;241.33M
20.02.2018;10360.4;10.391.00;10.429.35;10.347.65;193.46M
19.02.2018;10378.4;10.488.90;10.489.35;10.302.75;193.09M
16.02.2018;10452.3;10.596.20;10.612.90;10.434.05;190.04M
15.02.2018;10545.5;10.537.90;10.618.10;10.511.05;217.09M
14.02.2018;10500.9;10.585.75;10.590.55;10.456.65;236.33M
12.02.2018;10539.75;10.518.20;10.555.50;10.485.40;224.12M
09.02.2018;10454.95;10.416.50;10.480.20;10.398.20;197.50M
08.02.2018;10576.85;10.518.50;10.637.80;10.479.55;239.41M
07.02.2018;10476.7;10.607.20;10.614.00;10.446.40;258.10M
06.02.2018;10498.25;10.295.15;10.594.15;10.276.30;274.66M
05.02.2018;10666.55;10.604.30;10.702.75;10.586.80;247.48M
02.02.2018;10760.6;10.938.20;10.954.95;10.736.10;291.43M
01.02.2018;11016.9;11.044.55;11.117.35;10.878.80;315.74M
31.01.2018;11027.7;11.018.80;11.058.50;10.979.30;253.46M
30.01.2018;11049.65;11.120.85;11.121.10;11.033.90;234.97M
29.01.2018;11130.4;11.079.35;11.171.55;11.075.95;249.22M
25.01.2018;11069.65;11.095.60;11.095.60;11.009.20;340.47M
24.01.2018;11086;11.069.35;11.110.10;11.046.15;292.20M
23.01.2018;11083.7;10.997.40;11.092.90;10.994.55;293.45M
22.01.2018;10966.2;10.883.20;10.975.10;10.881.40;238.82M
19.01.2018;10894.7;10.829.20;10.906.85;10.793.90;214.01M
18.01.2018;10817;10.873.40;10.887.50;10.782.40;321.61M
17.01.2018;10788.55;10.702.45;10.803.00;10.666.75;260.49M
16.01.2018;10700.45;10.761.50;10.762.35;10.687.85;217.47M
15.01.2018;10741.55;10.718.50;10.782.65;10.713.80;181.26M
12.01.2018;10681.25;10.682.55;10.690.40;10.597.10;180.59M
11.01.2018;10651.2;10.637.05;10.664.60;10.612.35;158.63M
10.01.2018;10632.2;10.652.05;10.655.50;10.592.70;181.90M
09.01.2018;10637;10.645.10;10.659.15;10.603.60;211.29M
08.01.2018;10623.6;10.591.70;10.631.20;10.588.55;174.18M
05.01.2018;10558.85;10.534.25;10.566.10;10.520.10;186.47M
04.01.2018;10504.8;10.469.40;10.513.00;10.441.45;180.26M
03.01.2018;10443.2;10.482.65;10.503.60;10.429.55;172.52M
02.01.2018;10442.2;10.477.55;10.495.20;10.404.65;158.09M
01.01.2018;10435.55;10.531.70;10.537.85;10.423.10;134.53M
29.12.2017;10530.7;10.492.35;10.538.70;10.488.65;156.74M
28.12.2017;10477.9;10.498.20;10.534.55;10.460.45;281.31M
27.12.2017;10490.75;10.531.05;10.552.40;10.469.25;170.31M
26.12.2017;10531.5;10.512.30;10.545.45;10.477.95;160.42M
22.12.2017;10493;10.457.30;10.501.10;10.448.25;143.12M
21.12.2017;10440.3;10.473.95;10.473.95;10.426.90;156.65M
20.12.2017;10444.2;10.494.40;10.494.45;10.437.15;180.60M
19.12.2017;10463.2;10.414.80;10.472.20;10.406.00;174.34M
18.12.2017;10388.75;10.263.10;10.443.55;10.074.80;237.51M
15.12.2017;10333.25;10.345.65;10.373.10;10.319.65;262.98M
14.12.2017;10252.1;10.229.30;10.276.10;10.141.55;159.10M
13.12.2017;10192.95;10.236.60;10.296.55;10.169.85;187.19M
12.12.2017;10240.15;10.324.90;10.326.10;10.230.20;180.55M
11.12.2017;10322.25;10.310.50;10.329.20;10.282.05;152.04M
08.12.2017;10265.65;10.198.45;10.270.85;10.195.25;206.23M
07.12.2017;10166.7;10.063.45;10.182.65;10.061.90;171.34M
06.12.2017;10044.1;10.088.80;10.104.20;10.033.35;171.21M
05.12.2017;10118.25;10.118.25;10.147.95;10.069.10;160.25M
04.12.2017;10127.75;10.175.05;10.179.20;10.095.70;153.24M
01.12.2017;10121.8;10.263.70;10.272.70;10.108.55;147.77M
30.11.2017;10226.55;10.332.70;10.332.70;10.211.25;353.10M
29.11.2017;10361.3;10.376.65;10.392.95;10.345.90;157.19M
28.11.2017;10370.25;10.387.90;10.409.55;10.355.20;202.05M
27.11.2017;10399.55;10.361.05;10.407.15;10.340.20;146.28M
24.11.2017;10389.7;10.366.80;10.404.50;10.362.25;133.18M
23.11.2017;10348.75;10.358.45;10.374.30;10.307.30;157.65M
22.11.2017;10342.3;10.350.80;10.368.70;10.309.55;162.50M
21.11.2017;10326.9;10.329.25;10.358.70;10.315.05;191.86M
20.11.2017;10298.75;10.287.20;10.309.85;10.261.50;151.75M
17.11.2017;10283.6;10.324.55;10.343.60;10.268.05;209.59M
16.11.2017;10214.75;10.152.90;10.232.25;10.139.20;188.18M
15.11.2017;10118.05;10.171.95;10.175.45;10.094.00;213.84M
14.11.2017;10186.6;10.223.40;10.248.00;10.175.55;314.41M
13.11.2017;10224.95;10.322.00;10.334.15;10.216.25;216.80M
10.11.2017;10321.75;10.304.35;10.344.95;10.254.10;287.96M
09.11.2017;10308.95;10.358.65;10.368.45;10.266.95;247.61M
08.11.2017;10303.15;10.361.95;10.384.25;10.285.50;282.95M
07.11.2017;10350.15;10.477.15;10.485.75;10.340.80;295.83M
06.11.2017;10451.8;10.431.75;10.490.45;10.413.75;199.56M
03.11.2017;10452.5;10.461.55;10.461.70;10.403.60;206.10M
02.11.2017;10423.8;10.440.50;10.453.00;10.412.55;207.74M
01.11.2017;10440.5;10.390.35;10.451.65;10.383.05;268.27M
31.10.2017;10335.3;10.364.90;10.367.70;10.323.95;239.81M
30.10.2017;10363.65;10.353.85;10.384.50;10.344.30;244.19M
27.10.2017;10323.05;10.362.30;10.366.15;10.311.30;322.41M
26.10.2017;10343.8;10.291.80;10.355.65;10.271.85;443.04M
25.10.2017;10295.35;10.321.15;10.340.55;10.240.90;612.62M
24.10.2017;10207.7;10.218.55;10.237.75;10.182.40;223.91M
23.10.2017;10184.85;10.176.65;10.224.15;10.124.50;224.80M
19.10.2017;10146.55;10.210.35;10.211.95;10.123.35;31.09M
18.10.2017;10210.85;10.209.40;10.236.45;10.175.75;262.11M
17.10.2017;10234.45;10.227.65;10.251.85;10.212.60;201.78M
16.10.2017;10230.85;10.207.40;10.242.95;10.175.10;209.33M
13.10.2017;10167.45;10.123.70;10.191.90;10.120.10;237.23M
12.10.2017;10096.4;10.011.20;10.104.45;9.977.10;207.11M
11.10.2017;9984.8;10.042.60;10.067.25;9.955.80;195.59M
10.10.2017;10016.95;10.013.70;10.034.00;10.002.30;153.25M
09.10.2017;9988.75;9.988.20;10.015.75;9.959.45;148.40M
06.10.2017;9979.7;9.908.15;9.989.35;9.906.60;201.86M
05.10.2017;9888.7;9.927.00;9.945.95;9.881.85;152.36M
04.10.2017;9914.9;9.884.35;9.938.30;9.850.65;160.99M
03.10.2017;9859.5;9.893.30;9.895.40;9.831.05;167.83M
29.09.2017;9788.6;9.814.30;9.854.00;9.775.35;202.35M
28.09.2017;9768.95;9.736.40;9.789.20;9.687.55;396.88M
27.09.2017;9735.75;9.920.60;9.921.05;9.714.40;206.31M
26.09.2017;9871.5;9.875.25;9.891.35;9.813.00;196.79M
25.09.2017;9872.6;9.960.10;9.960.50;9.816.05;228.21M
22.09.2017;9964.4;10.094.35;10.095.05;9.952.80;233.62M
21.09.2017;10121.9;10.139.60;10.158.90;10.058.60;197.71M
20.09.2017;10141.15;10.160.95;10.171.05;10.134.20;205.60M
19.09.2017;10147.55;10.175.60;10.178.95;10.129.95;193.35M
18.09.2017;10153.1;10.133.10;10.171.70;10.131.30;160.85M
15.09.2017;10085.4;10.062.35;10.115.15;10.043.65;274.80M
14.09.2017;10086.6;10.107.40;10.126.50;10.070.35;232.64M
13.09.2017;10079.3;10.099.25;10.131.95;10.063.15;221.61M
12.09.2017;10093.05;10.056.85;10.097.55;10.028.05;188.25M
11.09.2017;10006.05;9.971.75;10.028.65;9.968.80;178.41M
08.09.2017;9934.8;9.958.65;9.963.60;9.913.30;168.70M
07.09.2017;9929.9;9.945.85;9.964.85;9.917.20;194.63M
06.09.2017;9916.2;9.899.25;9.931.55;9.882.55;153.77M
05.09.2017;9952.2;9.933.25;9.963.10;9.901.05;143.52M
04.09.2017;9912.85;9.984.15;9.988.40;9.861.00;153.37M
01.09.2017;9974.4;9.937.65;9.983.45;9.909.85;162.73M
31.08.2017;9917.9;9.905.70;9.925.10;9.856.95;337.78M
30.08.2017;9884.4;9.859.50;9.909.45;9.850.80;162.70M
29.08.2017;9796.05;9.886.40;9.887.35;9.783.75;178.67M
28.08.2017;9912.8;9.907.15;9.925.75;9.882.00;164.49M
24.08.2017;9857.05;9.881.20;9.881.50;9.848.85;190.40M
23.08.2017;9852.5;9.803.05;9.857.90;9.786.75;173.82M
22.08.2017;9765.55;9.815.75;9.828.45;9.752.60;189.27M
21.08.2017;9754.35;9.864.25;9.884.35;9.740.10;211.63M
18.08.2017;9837.4;9.865.95;9.865.95;9.783.65;253.93M
17.08.2017;9904.15;9.945.55;9.947.80;9.883.75;203.65M
16.08.2017;9897.3;9.825.85;9.903.95;9.773.85;226.27M
14.08.2017;9794.15;9.755.75;9.818.30;9.752.10;201.61M
11.08.2017;9710.8;9.712.15;9.771.65;9.685.55;294.73M
10.08.2017;9820.25;9.872.85;9.892.65;9.776.20;242.82M
09.08.2017;9908.05;9.961.15;9.969.80;9.893.05;174.40M
08.08.2017;9978.55;10.068.35;10.083.80;9.947.00;209.64M
07.08.2017;10057.4;10.074.80;10.088.10;10.046.35;141.57M
04.08.2017;10066.4;10.008.60;10.075.25;9.988.35;184.08M
03.08.2017;10013.65;10.081.15;10.081.15;9.998.25;198.67M
02.08.2017;10081.5;10.136.30;10.137.85;10.054.20;166.46M
01.08.2017;10114.65;10.101.05;10.128.60;10.065.75;190.00M
31.07.2017;10077.1;10.034.70;10.085.90;10.016.95;245.10M
28.07.2017;10014.5;9.996.55;10.026.05;9.944.50;197.49M
27.07.2017;10020.55;10.063.25;10.114.85;10.005.50;296.78M
26.07.2017;10020.65;9.983.65;10.025.95;9.965.95;203.70M
25.07.2017;9964.55;10.010.55;10.011.30;9.949.10;191.21M
24.07.2017;9966.4;9.936.80;9.982.05;9.919.60;179.91M
21.07.2017;9915.25;9.899.60;9.924.70;9.838.00;193.29M
20.07.2017;9873.3;9.920.20;9.922.55;9.863.45;166.08M
19.07.2017;9899.6;9.855.95;9.905.05;9.851.65;206.38M
18.07.2017;9827.15;9.832.70;9.885.35;9.792.05;303.01M
17.07.2017;9915.95;9.908.15;9.928.20;9.894.70;168.60M
14.07.2017;9886.35;9.913.30;9.913.30;9.845.45;164.46M
13.07.2017;9891.7;9.855.80;9.897.25;9.853.45;186.87M
12.07.2017;9816.1;9.807.30;9.824.95;9.787.70;150.05M
11.07.2017;9786.05;9.797.45;9.830.05;9.778.85;185.32M
10.07.2017;9771.05;9.719.30;9.782.15;9.646.45;38.75M
07.07.2017;9665.8;9.670.35;9.684.25;9.642.65;146.23M
06.07.2017;9674.55;9.653.60;9.700.70;9.639.95;152.00M
05.07.2017;9637.6;9.619.75;9.643.65;9.607.35;134.85M
04.07.2017;9613.3;9.645.90;9.650.65;9.595.50;149.31M
03.07.2017;9615;9.587.95;9.624.00;9.543.55;188.69M
30.06.2017;9520.9;9.478.50;9.535.80;9.448.75;185.20M
29.06.2017;9504.1;9.522.95;9.575.80;9.493.80;267.28M
28.06.2017;9491.25;9.520.20;9.522.50;9.474.35;177.65M
27.06.2017;9511.4;9.594.05;9.615.40;9.473.45;209.59M
