"ï»¿""Fecha"",""Ã_ltimo"",""Apertura"",""MÃ¡ximo"",""MÃ_nimo"",""Vol."",""% var."""
"08.02.2019,""10.943,60"",""11.023,50"",""11.041,20"",""10.925,45"",""352,79M"",""-1,14%"""
"07.02.2019,""11.069,40"",""11.070,45"",""11.118,10"",""11.043,60"",""263,54M"",""0,06%"""
"06.02.2019,""11.062,45"",""10.965,10"",""11.072,60"",""10.962,70"",""298,51M"",""1,17%"""
"05.02.2019,""10.934,35"",""10.908,65"",""10.956,70"",""10.886,70"",""268,10M"",""0,20%"""
"04.02.2019,""10.912,25"",""10.876,75"",""10.927,90"",""10.814,15"",""318,30M"",""0,17%"""
"01.02.2019,""10.893,65"",""10.851,35"",""10.983,45"",""10.813,45"",""482,27M"",""0,58%"""
"31.01.2019,""10.830,95"",""10.690,55"",""10.838,05"",""10.678,55"",""604,82M"",""1,68%"""
"30.01.2019,""10.651,80"",""10.702,25"",""10.710,20"",""10.612,85"",""410,11M"",""-0,00%"""
"29.01.2019,""10.652,20"",""10.653,70"",""10.690,35"",""10.583,65"",""356,91M"",""-0,09%"""
"28.01.2019,""10.661,55"",""10.792,45"",""10.804,45"",""10.630,95"",""419,68M"",""-1,10%"""
"25.01.2019,""10.780,55"",""10.859,75"",""10.931,70"",""10.756,45"",""463,44M"",""-0,64%"""
"24.01.2019,""10.849,80"",""10.844,05"",""10.866,60"",""10.798,65"",""361,08M"",""0,17%"""
"23.01.2019,""10.831,50"",""10.931,05"",""10.944,80"",""10.811,95"",""298,88M"",""-0,84%"""
"22.01.2019,""10.922,75"",""10.949,80"",""10.949,80"",""10.864,15"",""300,77M"",""-0,36%"""
"21.01.2019,""10.961,85"",""10.919,35"",""10.987,45"",""10.885,75"",""288,83M"",""0,50%"""
"18.01.2019,""10.906,95"",""10.914,85"",""10.928,20"",""10.852,20"",""323,81M"",""0,02%"""
"17.01.2019,""10.905,20"",""10.920,85"",""10.930,65"",""10.844,65"",""271,68M"",""0,14%"""
"16.01.2019,""10.890,30"",""10.899,65"",""10.928,15"",""10.876,90"",""276,54M"",""0,03%"""
"15.01.2019,""10.886,80"",""10.777,55"",""10.896,95"",""10.777,55"",""310,74M"",""1,39%"""
"14.01.2019,""10.737,60"",""10.807,00"",""10.808,00"",""10.692,35"",""298,77M"",""-0,53%"""
"11.01.2019,""10.794,95"",""10.834,75"",""10.850,15"",""10.739,40"",""260,79M"",""-0,25%"""
"10.01.2019,""10.821,60"",""10.859,35"",""10.859,35"",""10.801,80"",""254,36M"",""-0,31%"""
"09.01.2019,""10.855,15"",""10.862,40"",""10.870,40"",""10.749,40"",""333,01M"",""0,49%"""
"08.01.2019,""10.802,15"",""10.786,25"",""10.818,45"",""10.733,25"",""277,70M"",""0,28%"""
"07.01.2019,""10.771,80"",""10.804,85"",""10.835,95"",""10.750,15"",""269,37M"",""0,41%"""
"04.01.2019,""10.727,35"",""10.699,70"",""10.741,05"",""10.628,65"",""296,60M"",""0,52%"""
"03.01.2019,""10.672,25"",""10.796,80"",""10.814,05"",""10.661,25"",""286,24M"",""-1,11%"""
